ID	TOPIC	IRONY_BINARY	IRONY_CATEGORY	IRONY_TYPE	IRONY_TRIGGER
1caf3b9da21943462a576c7b53c11e63	FRANCO	NV			
1df56ac627911444bb873ab79eb2bd65	FRANCO	0			
214bbc1f12bda4674eca48f1628334bf	FRANCO	0			
236e830fe10a9df8f30d18ed5b173368	FRANCO	0			
23e7c5b9d1bc07f60e1a2526c222ad99	FRANCO	0			
250c10d1ba89d76b048b8351e118cc65	FRANCO	0			
25d8fcf4a720559281bb4ebb3b37cf09	FRANCO	0			
26088c4c2740309d4692b2fb7b5c5e02	FRANCO	1	hyperbole	E	Me acabo de enterar que la de Franco es una <tr>lápida de carga.</tr> https://t.co/LzM3kAJE2r
277b89338ba74d6de835773e30af2e39	FRANCO	0			
2783ca04bbc9eb9e2a498997cd4c64de	FRANCO	0			
28e0653727688c77f92e0bc19e18908c	FRANCO	0			
2b41675b5a0485981d39cd49b9377ad4	FRANCO	0			
2b7eff753af622e52ee112ae24172524	FRANCO	0			
2bbfb886725a1a81e326df8960ce453e	FRANCO	1	hyperbole	E	La justicia suspende cautelarmente la exhumación de Franco. <tr> SOR PRE SA. </tr>
2f147b4e1a60f5184c292fa4c36e7aeb	FRANCO	0			
2f9b9e9d8f29cd7a310e9eb43d7d4b00	FRANCO	0			
300ebbcce57531bbee8b5cba3a8f9a42	FRANCO	0			
320358e749c07b6fd7e2518803c7c2dc	FRANCO	0			
32087d6a105749cd91e55c326e392e35	FRANCO	0			
3297dacb0f0bb8b5ce726f535f55a3c1	FRANCO	0			
3413b81c4342a3ecca4d9234fe2aa481	FRANCO	0			
358e81654e4018b1f7a8506f1b77cd4f	FRANCO	0			
3595085e25991bff378e0e3458b9cb7e	FRANCO	0			
362425a1c83eb8584100e6fdee6e96f1	FRANCO	0			
3675d34b68fa2c1cc8f24ffd194f1035	FRANCO	0			
367f21e37c8468f0945f26a2a7723976	FRANCO	0			
36cd1b30db37e9aa933228343cc0b96d	FRANCO	0			
3746a3fdfca8f032b6b5753f0ea07926	FRANCO	0			
37b86e0513458eba69d89e1a08a83424	FRANCO	0			
3a284bfab3b6473e95805f3c2be26ab8	FRANCO	0			
3a31b05213c0d48f27d79318060c1cb1	FRANCO	0			
3a7a877c1e70a05cc24fd1e4dbf9f442	FRANCO	0			
3bb2e28f5c0f1a0dd7fbcbed779ff957	FRANCO	0			
3d3c25958559f3cfabea737f1f7eef84	FRANCO	1	comparison	E	"<tr><pt1>Pepe gotera i Otilio xapuces a domicilio! </pt1><pt2> EXCLUSIVA | Un segundo juez rechaza suspender la licencia para exhumar a Franco: La actuación urbanística no implica lesión"" </pt2></tr>https://t.co/c8y2j2ZpY2 via @eldiarioes"""
40dcb3193a84ff32387900647be626f4	FRANCO	0			
40f5f9cbebc4f2634dcc1becaae66c78	FRANCO	0			
42dab181ba08f585a239bab32c00438e	FRANCO	0			
452809a3b058a2969d616acc27641c33	FRANCO	0			
455336cdef954212c416802beab3d70d	FRANCO	NV			
45a8dc4ee30e11f17d9108f2ab316cdf	FRANCO	0			
45cbf416d9d33a8ee40170eb89adf990	FRANCO	0			
46ab4988cc50fb2662128bf87be6a0a2	FRANCO	0			
482d3ddd5a89c35c12171830cf4f699e	FRANCO	0			
48900078fe8250eb61794c9cfc038630	FRANCO	0			
499fdb4ce5129606fc537d67c9d14548	FRANCO	0			
4a2943e285a67a30dcf3efc758f84614	FRANCO	0			
4bafcb79d4626d08b6349a4cd392361a	FRANCO	0			
4da39fcdafaaae42c4f627733d70c7ad	FRANCO	0			
4e08d8c7caaf76290d5c911006cd90d7	FRANCO	0			
4e56b023eca7bc35417d2209242d972a	FRANCO	0			
4f0064bc1408ecd8fa94ae96cabfa475	FRANCO	0			
4f2f661dabb5d4be966b1347ff62f081	FRANCO	0			
4f65461b0913b53075b865327836ad32	FRANCO	0			
4fe4ba6f2cd1f9cd657422bf3f9aff86	FRANCO	0			
503844b154430d4a9a9185daf029e46c	FRANCO	0			
50aeda66c8e68d42ab58a3d4d9cf1c9d	FRANCO	0			
51e3ada4e9f355a81f70fe338924aae4	FRANCO	0			
52fc2bff81a9cf3e1e37146045734565	FRANCO	0			
5353523b4ac97aff03c46cb3d11d4d6a	FRANCO	0			
543abd8bccf3dd0dc835d93b0b42209e	FRANCO	0			
55f96527612850f7457e3ea98848573a	FRANCO	0			
563a4b284c43486137aae04681cf880f	FRANCO	0			
5896b1869eaa37993333490985da8c33	FRANCO	0			
5915e2de1a7f2747021601bf10dc70dd	FRANCO	0			
5a1cd4ef8417a07cfcbdbe5a1d69e98b	FRANCO	1	comparison	E	Leyendo titulares, <tr> no tengo claro si <pt1> estamos en 2019 y la democracia lleva 42 años en España, </pt1> <pt2> o en 1973 y sigue mandando la familia Franco: </pt2> </tr> Qué broma es esta? Decenas de denuncias coordinadas usan un informe de la Fundación Franco para frenar la exhumación https://t.co/qORMmO49H4
5a213b364e5017632dd22516d984a8ae	FRANCO	0			
5be8c7e16929b00e38a7395786034dd2	FRANCO	0			
5cda8f5f82b9ee850535c40a297dcd2a	FRANCO	0			
5ea6bc522cb86893cee877e6d512284f	FRANCO	0			
5fcaea58c9ee9cdc3bfd9388788e85f9	FRANCO	0			
5fcdf7c490eb5ba2398252faf52b7482	FRANCO	0			
5fdcdef6ee5b685ab5cf3f08cd82799d	FRANCO	0			
6028b8460f08da639cf0be23e317e688	FRANCO	0			
60a66a6483462c0aabaa7c8f2ff631fd	FRANCO	1	comparison	E	Yo creo que lo podemos ir llamando el <tr><pt1>Brexit </pt1><pt2>de Franco</pt2></tr>. Parece que se va a ir, pero luego no. https://t.co/wKDB00tudS
617627f23bfc314ad7414c0bf3c3a900	FRANCO	0			
628a9bf2486a8c55c948add6a9215127	FRANCO	1	contrast	E	<tr><pt1>Un juez franquista, hijo de un general franquista, paraliza la exhumación del enano dictador en base a un informe hecho por dos arquitectos de la sociedad Francisco Franco. </pt1><pt2>Todo en orden.</pt2></tr>
62f94c95ee9ee36ee047b23164a6af6d	FRANCO	0			
63c65e5ae2021fa689cfef330caa8d13	FRANCO	0			
640f845a01e8cc87e89685a8cb0a7e6e	FRANCO	0			
646b6fad54df5c6e08173fdcebbf9390	FRANCO	0			
660f7d7f7301116a1b32e465adad037f	FRANCO	0			
670980afbfd67f572f66b901f93bad6f	FRANCO	0			
67121bbc1e5b1f6bd3bb9eea8b60c394	FRANCO	0			
672797bd8763320033d6ab5d16794f08	FRANCO	1	false assertion	I	
689508f0336545d21045e81674577af7	FRANCO	0			
6a3e208998f224945735cf3893335ae9	FRANCO	0			
6a4b32d9f3a4a10c59f8d2807fd470f9	FRANCO	0			
6a4e8cc092543dd8cf7f2a5326d13af6	FRANCO	0			
6a6e97cffe398a42185e0b8ca22b750b	FRANCO	0			
6a9baddff8be1417a770457607b9ca4d	FRANCO	0			
6c9d72b959658fcb31f641f6f29a3ad2	FRANCO	0			
6cb501c0c00f05fc377b57f8091b652c	FRANCO	0			
6f176038de27b29ca91fad4703ef8179	FRANCO	0			
6fd8073fdd7ec931396e85b630e7d4e8	FRANCO	0			
709e7715e77b0f8462a8c4077a30aeb1	FRANCO	0			
71e53698f17acb16d2e9a4425385a767	FRANCO	0			
737c9b0a2102dc19abd41f7adc005e1e	FRANCO	0			
76129da65362dd1392851bd48cb29956	FRANCO	0			
778145d6c53f645bde61f8db7c387434	FRANCO	0			
78c37c7c57221ed2edc03e6aa7ac8d64	FRANCO	0			
78f440ea19260427b639fdc7b91bf012	FRANCO	1	hyperbole	E	Sobre la exhumación de Franco. Sería una verdadera locura sacarlo. Recordemos q está dentro de una basílica, 5 toneladas de peso q levantar y sacar. Esto puede acarrear el derrumbe y por consiguiente muertes. Entonces lo llamarán la maldición de Franco. <tr>Como con Tutankamón.</tr>
7990dcff70930724c5d80027ee61b9dc	FRANCO	0			
7ae1b7525c1c702814d110dca41c4976	FRANCO	0			
7af96db470c937508c14a0fee1846748	FRANCO	0			
7c4458a91b8d3c7c75516507e3d68f5c	FRANCO	0			
8099e8358c3a9971a12d7fbd2a49b4a4	FRANCO	0			
811313088b6067326937100fddd43ee7	FRANCO	0			
8122e249e87bb1cbd0cdeb92986658bf	FRANCO	0			
81d4de49a9a89e6ee902be15ec178c9b	FRANCO	0			
822c20e89a04465041bdd4dde453df20	FRANCO	0			
8377a44d9765eff817034661f628bb76	FRANCO	0			
856160842c933b69f92ddc5a7216afd2	FRANCO	1	contrast	E	Un juez suspender la exhumación de Franco del Valle de los Caídos.  <tr><pt1> Qué sorpresa.</pt1><pt2> La misma justicia que no permite juzgar a los criminales franquistas, mantiene al dictador en su mausoleo.  </pt2></tr> Todo bien atado o, más bien, todos bien maniatados.  https://t.co/zhmqOW2van
859bd07ef5e3adcbb479f1577017384e	FRANCO	0			
87b68f1d8e778c8a1b6ff887376a3208	FRANCO	0			
8826a3f02ff3b5467c30e1d5c9a2ff9e	FRANCO	0			
895639cd7d4d88d667ae3229fa05878b	FRANCO	0			
8a0d0eb402ada8fbae01629ec4729261	FRANCO	0			
8b904bb24202e052191e0cd6fd5d33ff	FRANCO	0			
8bc9e76fed354dcf555c3af0bd6616f2	FRANCO	1	contrast	E	José Yusty Bastarreche, Juez de padre general de Franco, el que la bandera con el águila es la Constitucional, el que la memoria histórica es maldad de Zapatero y ahora la exhumación del dictador no es segura!! <tr><pt1>VALLA SE USTED A LA MIERDA PUTO FACHA,</pt1><pt2> ESO SI CON CARIÑO.</pt2></tr> https://t.co/0rqSinbHmX
8c6f2b7d0b19e94d282ac318da4d4eb9	FRANCO	0			
8c94368ec9e658ddf1e225270403c9c1	FRANCO	0			
8d1e05c7cba1bb602e42af76941f5b6d	FRANCO	0			
8da4a8a394ee22eaf5d1c4770c6ff82b	FRANCO	0			
8e8e6f4e75f3850c10d38073570494e0	FRANCO	0			
8f57c06449af3970b58f9dd2cac5375e	FRANCO	0			
8f9cd0e003a2f24385971555ff5476e6	FRANCO	0			
90504190b07d20f49e3bf6778564537a	FRANCO	0			
9053550039177706e19790747d95c521	FRANCO	0			
9085e4b30088840f67e54faf118dba81	FRANCO	0			
91c8e2bdfacfe7999d1da70d53bb0d4f	FRANCO	0			
94cb9b34b2c9271e3729f2121fd2316f	FRANCO	0			
955fbddcd391c07751874e139aa1ab95	FRANCO	1	hyperbole	E	@davideldezuli @quinsqllons @Carsahi79 @ClubMitjanit Ah x cierto. Un juez hijo y nieto de franquistas a parado la exhumacion de franco. <tr>Lo digo x eso q dices de la justicia y tal</tr> 👍  <tr>Todo en orden, circulen!</tr> 
9671001f49b4c34978b0acabfb750322	FRANCO	0			
97626e5db306f5baba1b0cd7c660af0f	FRANCO	1	contrast	E	<tr><pt1>Se paraliza la exhumación de Franco, hoy no como del disgusto tan grande.  Aun no sabemos el impacto tan gigantesco que tendrá en el día a día de la clase trabajadora. </pt1><pt2> Algunos cientificos apuntan ya que podría ser cero.</pt2></tr>
98088c96c30ee2e0d81cf4aaf48979d4	FRANCO	NV			
9853563bcec9446f9c82fe16b3e3eff5	FRANCO	0			
9aacbbc5decae6ff133965b6830fce58	FRANCO	0			
9b8bac4c559cbc1d1439aa5dcb4526f2	FRANCO	0			
9bb47c5e61164d3a92c2ad10cfdaaab3	FRANCO	0			
9bc2f2d6af42f019bb4e03747848dba6	FRANCO	0			
9c7c9a0db953ae8c0e5b66d7b6a3a2d1	FRANCO	0			
9cc56ae14ae1d9c171ef4340a47a2f59	FRANCO	0			
9dd74b1141bb13c292db65aef9aeee99	FRANCO	0			
9fa2d919fe0635982640d6e0c6a154a4	FRANCO	0			
a08ec1452051a229aa7ac329cff5ef8a	FRANCO	0			
a0b47a3785a98bb5c1a0ddd33dd0ef2b	FRANCO	0			
a39b4d43f4b5ab1d8bc4dff9abe45707	FRANCO	1	hyperbole	E	El juez paraliza la exhumación de Franco alegando peligro para los operarios. <tr>Pues me parece muy bien, porque con las ratas hay que ser muy precavidos, contagian muchas enfermedades. </tr>https://t.co/dwN1sVd4pv
a3d16e9591786dcef13ce9f63b43ce92	FRANCO	0			
a3f7677acaa41934f6b406fbc6d78509	FRANCO	0			
a47c219936f160da1949f7afc57a943e	FRANCO	0			
a4b17a6c98d5c8e78f2f94098a3c0a6f	FRANCO	0			
a4d2cdab11c5a3af4d0724ab6e6f1ec3	FRANCO	0			
a4d98ac079a614ab0150b67ecfa8d187	FRANCO	0			
a5c0c3f202950dc27a74def0e6d85663	FRANCO	0			
a5ce6debb103883889f52aef7eb3798f	FRANCO	0			
a5fc70d13b1abf074ad3041cf91e1602	FRANCO	0			
a682c85f8a18df96bffff3b27d377c35	FRANCO	0			
a736dde5749ac7c1d32b72fd4e2b4fc2	FRANCO	0			
a7b4313f31c39deb1deca48af062bfae	FRANCO	0			
a7c48c023914a356862637a5f36caeb2	FRANCO	0			
a7cf4d1ebebc751b989cc50ddc68c7de	FRANCO	0			
a7ed7bba8c678aaac0734491661248fe	FRANCO	0			
a838489966833eee2ec4cce535f6aa9b	FRANCO	0			
a86fbb4d9f2ed6aa67600ddef45cfec2	FRANCO	0			
a8d53c619e424b11fee298facff1753b	FRANCO	0			
aa747c8cf53ad28fd7b81bba9f859a91	FRANCO	0			
aa75bc7fe83b3f0eb28e64dc47f36c3b	FRANCO	0			
ab877a350163dc1ea2a9b6e9acc4fde8	FRANCO	0			
adb2575a9824ae11bcd03f4027045165	FRANCO	0			
af18721d70366d2f392f86284cb6d345	FRANCO	0			
b123793904fa21ff024efe36bd0a4e52	FRANCO	0			
b194d3c77b09a19aaea0aac5cb6672ae	FRANCO	0			
b1a5d7dc8c9df976e282b7e212f5da2f	FRANCO	0			
b2f3aba1e793335bc043e5a1882a5d39	FRANCO	0			
b37392270d3d66f302958295cf1cd7d1	FRANCO	1	hyperbole	E	<tr> Justicia independiente y tal... </tr>  Catalunya y la Memoria Histórica: las batallas del juez que trata de evitar la exhumación de Franco https://t.co/m4oisj3qa2 vía @eldiarioes
b3b785c73f2c3a680e9cd763fcf47a6e	FRANCO	0			
b3fed236cd7d4d4aa602e0b9cd7846b4	FRANCO	0			
b4cd2b5cc5042e15b2dfb9ceea875abe	FRANCO	0			
b699313ba2f872728cdf4e93c43f7d19	FRANCO	0			
b92cdcaddc80871019bdf0f588ff29ce	FRANCO	0			
ba87e3b15fa5e5a44095639e01ec8020	FRANCO	0			
bafa5769bb3ff191f893d582363d60de	FRANCO	0			
bb4ff8357e12161263d27280974cf2da	FRANCO	0			
bd174058770fa491f34f53740ac368b4	FRANCO	1	hyperbole	E	Franco 1 Dr Fraude ZPS 0 <tr>Si a Franco le hubieran dicho que en pleno S XXI, iba a salir más en los periódicos que en su tiempo gracias a las ordas de izquierda, le hubiera dado un ataque de risa que se lo hubiera llevado antes al otro barrio</tr> https://t.co/6bmY6qhrai
bd9aa43d2c0e24a23beb7441bd19642e	FRANCO	0			
bea09ca71099867dba4fb8d5ca32dca0	FRANCO	0			
bfadda429d2686e98633ec806e496025	FRANCO	0			
bfed9e2142d4ca81007493f1193294f8	FRANCO	0			
c0d4c287b31653dd684aa2d1ad8e54fb	FRANCO	0			
c10b88057abeb2584d78964bf57ff16f	FRANCO	NV			
c22f78e74e97b331fcde7e4db186d905	FRANCO	1	hyperbole	E	@Pombeitor @eldiarioes Lo de llamar “socialnacionalismo” a la izquierda, para vincular a las VICTIMAS de NAZIS y FRANQUISTAS, CON SUS PROPIOS ASESINOS, <tr> le ha quedado “bordado” al juez que paralizó la exhumacion del dictador Franco 🙄</tr> <tr>De lo “mejor” desde que Espe dijo que “franco era socialista”</tr> https://t.co/ren48z7nyv 
c43547ffc4f40d0251d10e7df5272e61	FRANCO	0			
c47abb0386199e543c2efa6f6814b5f0	FRANCO	0			
c495b003f9fc75f8f9cc999f462c5491	FRANCO	0			
c624fd9627bacf624bc4272073ba91bf	FRANCO	0			
c66a4a31b59e4c7a8ce54be6a459eced	FRANCO	0			
c84708c10df1beb424d0fa8f71194f7c	FRANCO	0			
c8de44a288b0b651b5c6b4af86d28d19	FRANCO	0			
cb59c329b18bdec6b687a271bb780241	FRANCO	0			
cc5e791d67f403765239e30cfcde1bbd	FRANCO	0			
cf7d25dccdd665c02c25b22feca79c7e	FRANCO	0			
d0212546a4c121bb4776a37dde905a04	FRANCO	0			
d08064daf5e7ec71f166c89eab4c2763	FRANCO	0			
d0ee1cd11580587744d3d6a38ce1e98a	FRANCO	0			
d13287e44eb33b67bd8cfb9821cc6a19	FRANCO	0			
d1c7ab82fd6ab066beef8ba977004ed4	FRANCO	0			
d1e514bd5dd2295a8791aebc82ee80ea	FRANCO	0			
d4c41d6c7d496b77080fab2b8121292f	FRANCO	0			
d52d0485525c2d4b71fbbbc86628c093	FRANCO	0			
d5573cc8012d4c6a0c34238f3908d094	FRANCO	0			
d6398aa27e5333292e356a36aca8ec20	FRANCO	0			
d70b6d89e7a8db96eda28d7440a2525c	FRANCO	0			
d7651478a347145057cf27e8f8a67da9	FRANCO	0			
d7e37be94410a1c27a1bad43b7afc542	FRANCO	1	contrast	E	<tr><pt1>@estherpalomera diciendo que es un juzgado de instrucción el que ha paralizado la exhumación de Franco, @anarosaq diciendo que no hay permiso de obra, Arcadi Espada diciendo que se opone a exhumar a Franco. </pt1><pt2> Es todo una maravilla.</pt2></tr>
d801a1a3bbd1b2905b9582459a57bb12	FRANCO	0			
d8cecb97ef19b4e9429c408235e51690	FRANCO	0			
d8d6cbf290902c8c6acd6b10d181706a	FRANCO	0			
d908d07b90201d902d6208009bb84b38	FRANCO	0			
d9be2a5c3dba73840a55aaf13c35fba6	FRANCO	0			
da56ad5a02bfac92a654e77336d745b8	FRANCO	0			
da811a095d7eae69c5618550e65c9783	FRANCO	0			
dd03acab8dc7036821ec1a580e96602f	FRANCO	0			
dd8f2d1730e614d3f45a75c5b8ccc477	FRANCO	0			
dd97eac330ec514d9cd543f2627c5aa3	FRANCO	0			
ddf7c25efb68fbce74e583ee6557fac0	FRANCO	0			
df4f882a7359b4af792e41b79f68d5d7	FRANCO	0			
e115bb75e1d46bf2e5908d9de97fc06e	FRANCO	0			
e139bdfa6b2172ea77223408c8de5ad7	FRANCO	0			
e14a5ae5047354843e3b145b70f10e8e	FRANCO	1	hyperbole	E	@JaimeFideoBeca @ALevySoler Toponimia en lenguas vernáculas, en Cataluña y Vascongadas,<tr> ¡escandaloso! A ver si con lo de la exhumación podemos clonar a Franco y pone un poco de orden con los rojos, masones y separatistas...</tr>
e3519923a80314c524f132fe765ea331	FRANCO	0			
e484c6528b65b55c1d3cd82992d0c228	FRANCO	0			
e50d73be9ab90fe3814f30820db4fdbf	FRANCO	0			
e5e11c7ea654de87387904d247ca323c	FRANCO	0			
e8414b67ba28b8726267b49a32d829bf	FRANCO	0			
e908fb985e195aabda122a4d5a980425	FRANCO	0			
e971b2d48cb9fa48fd3159a962321dad	FRANCO	0			
eae3d675ac4bd85c5e0c24463448b401	FRANCO	0			
ed2696cddd189c691c3cdb6333f6792c	FRANCO	0			
ee5e1943e8dca9fd8a8978300d3e3ba5	FRANCO	0			
ee96cfad4f77491b13f9fcb84735064e	FRANCO	0			
eec8edaa2fd45eeb7563282692ca8b69	FRANCO	0			
eed07f5ee28c74327e6312d8e7fe210b	FRANCO	0			
ef32812abec454fa227396322680936e	FRANCO	0			
f0c070e73fd9faf16d4576d7a8eb276d	FRANCO	0			
f19b1374e8108e1b3bc40ca9404978e9	FRANCO	0			
f23fc869c9be0e4ca09a68d44466f90d	FRANCO	0			
f2abe03c1964238bda6e6743bd351659	FRANCO	0			
f45669203274ab6d776e2069efe3fed9	FRANCO	0			
f61a514ebd1bc4aa9dd1866e4850ecc8	FRANCO	0			
f979b2d9db5a480a23d0c671085ae2fb	FRANCO	0			
fa83eae71d828090ee0d834e956ec213	FRANCO	1	comparison	E	¡¡A TRABAJAR!! Vamos, que <tr><pt1>el sueldo del juez que criticó la ley de memoria histórica y ha paralizado la exhumación de los restos de Franco por no garantizar la seguridad de los lo vayan a realizar, </pt1><pt2>pero que está tan contento con la de los que lo construyeron</pt2></tr>, no se paga solo.
fb294c1761708717184a46572e228784	FRANCO	0			
fd0fac15d6fbfe051c4dd3561909c921	FRANCO	0			
fe19f45494d0eb9f43eb8d575879cf0a	FRANCO	1	contrast	E	<tr><pt1>La justicia paraliza de forma cautelar la #exhumación de #Franco. </pt1><pt2> Menos mal que #Sánchez  dijo que lo haría en escasas semanas. 🤣</pt2></tr>
fe737bc4107d6c86726178bd53de30d6	FRANCO	0			
fed4e2f334ff9ad496773421cee6f4ed	FRANCO	0			
fee7919030eb327ea352602a7eff92ae	FRANCO	0			
ff8a53d1b0ab21b5ad2695c962261319	FRANCO	0			
ffc99694463d4f932656c97754989545	FRANCO	0			
03ab03b99b932cf02406990dd28d9ac5	GREZZI	1	contrast	E	@ValenciaEscucha <tr><pt1>Y todo por quitar el estacionamiento de coches que había en el centro.</pt1><pt2> Grande Grezzi!!!!!!!</pt2></tr>
05a19f549b8dc44d116cc63a5131f5c7	GREZZI	0			
06a4bd9179df3044c33da603704107c7	GREZZI	0			
06cc66302f0886b4c7f3f222870f9233	GREZZI	0			
0861da6cecbefb91f1aae295d139a16d	GREZZI	0			
0866cd705e4ca246c441f6979f208b6f	GREZZI	0			
0939a0fd9afe6f35d20f36b83c1d75ad	GREZZI	0			
09c06296c815ed737e309ffc51952a3b	GREZZI	0			
09ddb3e635308ae7a0b82bf878187601	GREZZI	0			
0c45828a2729b8195f072af322d62f59	GREZZI	0			
0db3850634cf0120d6242ff31b3520da	GREZZI	0			
107ccb76863d67abbe4ce5032fc1f208	GREZZI	0			
10be699d300e5c39d9438673ad367cd5	GREZZI	1	hyperbole	E	Los señores Ribò y Grezzi quieren que <tr>vuelvan los caballos a Valencia o los carros</tr>, todo menos ir en coche.👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/B0AJxFjcwU
118c396da07a775ac6e6efa586c5d578	GREZZI	0			
13db52b61c2cad845f127ac165e19e94	GREZZI	0			
14f1fa9064e05d9032320b29a39f4107	GREZZI	1	contrast	E	<tr><pt1>Maldito Grezzi </pt1><pt2>que consigue premios para València</pt2></tr> cuando antes sólo se conseguían citaciones en juzgados.
176148a9d616a3f6a193f39f1edc5da6	GREZZI	0			
19cc7281aedb44d0fd47ed6f62d004cc	GREZZI	0			
1b2c86da45017e887938033fbe0be4c8	GREZZI	NV			
1b995e67f53e53fb46bde09db2f80861	GREZZI	NV			
1d30313ec366d41d0eccf493a9621174	GREZZI	0			
1dbd76ac93fe9bd0647569d4816acdc6	GREZZI	0			
1ebf656e34ac98a32fe2d9cf760006f7	GREZZI	0			
1f2097f83c52d526fd7929801a6f44e4	GREZZI	0			
2055f63b513e07ac50c8cb457cfe9458	GREZZI	0			
214e6eb8c994605ae667b66c70ec896d	GREZZI	0			
21e3b113707827b0633d77506d665b7f	GREZZI	0			
238bcc68d76921510d913068ab367e45	GREZZI	0			
29080b256a17f29e79cf6a6a7f2dff8f	GREZZI	0			
29cc98857125b5c730d8cd0b17741af4	GREZZI	1	hyperbole	E	El Ayto de Valencia, orgulloso de hacer la vida imposible a todo aquélf que circule en coche, saca pecho de su carril bici con una estupenda Foto de una ciclista cometiendo una infracción, utilizando el móvil mientras conduce 👏🏼 Igualito que Grezzi. <tr> Supéralo. </tr> https://t.co/MdRnRroyxr
29e804668158e6e58553497d85777550	GREZZI	0			
2a091300acef5d4dac05a0c7dae636bc	GREZZI	0			
2c31d65d73feb22e0696af015d443eff	GREZZI	0			
2d44028addfba62952a4ff7278647ffe	GREZZI	1	contrast	E	<tr><pt1>¡Gracias Ribó y Grezzi </pt1><pt2>por abocarnos a ser una ciudad del siglo pasado!</pt2></tr> https://t.co/V1MskGIFRS
2dc59107d1126c242e8ca4f26a5be45d	GREZZI	0			
2ef8fd6eaa559b263a20b0d90e761994	GREZZI	0			
31c52c2b9dca20210147b7c1adce70ec	GREZZI	0			
33ab1f62bbddfc7539610e372a0213c0	GREZZI	0			
3502565ee84571bae34d208cb279d64f	GREZZI	0			
3511faab1463c27ce427fa648de3a868	GREZZI	0			
354f3271be5c5a4d94c7418d8e9758b4	GREZZI	0			
37dfa3a878114367a5ea782d90e80fae	GREZZI	1	hyperbole	E	@Mariadelosgatos Sí, <tr>es que Grezzi es de la época del tetris</tr>
37ebc78f6306ec3afb68ec45acb8f926	GREZZI	0			
3838cc0713c735de2512ef64d8c1e4b5	GREZZI	0			
3986f09df04c9df3ffa55128852f1542	GREZZI	0			
3b0a38ab002ad699d650ff71cf836278	GREZZI	0			
3b277acaf9bb0fc14d17db289dd04467	GREZZI	0			
3d468716c2de41c3afffed1bf30a74e9	GREZZI	1	hyperbole	E	<tr_multi>¿Una hora antes? Una fórmula válida solo para desfaenaos y Grezzi</tr_multi> https://t.co/Jd4QXUCILa
3f990c7504f000670bb864552924c5a0	GREZZI	0			
400b49953095f105a40850b071917038	GREZZI	0			
40b2c87de7e034589a9f15f28727e9ff	GREZZI	0			
40fa9d66b50f6afb624097079690bfb1	GREZZI	0			
